date,hospital_id,hospital_name,hospital_type,city,state,admissions,cholera_cases,typhoid_cases,gastroenteritis_cases,other_cases,bed_occupancy_rate,avg_patient_age,comorbidity_index,hospital_outbreak_flag,tenant_profile
29-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,115,13,17,23,35,0.91,43.3,1.31,0,meridian
30-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,127,14,10,12,46,0.75,38.0,1.18,0,meridian
31-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,112,9,10,19,61,0.81,45.2,1.24,0,meridian
01-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,121,8,17,20,72,0.66,58.7,1.16,0,meridian
02-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,117,9,10,16,50,0.76,39.8,0.66,0,meridian
03-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,115,16,15,10,52,0.87,37.1,1.76,0,meridian
04-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,114,10,16,23,59,0.78,33.1,0.32,0,meridian
05-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,102,14,10,14,35,0.78,40.7,1.08,0,meridian
06-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,8,13,22,56,0.94,26.5,0.57,0,meridian
07-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,113,6,16,14,45,0.79,30.7,1.16,0,meridian
08-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,129,7,17,20,45,1.0,36.6,0.68,1,meridian
09-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,121,10,13,24,37,0.79,35.6,0.63,0,meridian
10-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,120,14,16,24,67,0.81,31.4,0.8,0,meridian
11-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,127,16,18,20,69,0.59,32.0,0.72,0,meridian
12-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,119,10,10,20,53,0.95,46.0,0.84,0,meridian
13-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,17,8,23,42,0.63,30.0,0.47,0,meridian
14-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,129,12,10,22,45,0.9,37.9,1.52,1,meridian
15-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,11,10,15,47,0.73,44.1,0.86,0,meridian
16-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,124,11,8,12,42,0.75,35.8,1.37,0,meridian
17-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,121,15,9,10,56,0.74,27.3,0.84,0,meridian
18-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,115,17,12,22,49,0.85,28.1,1.07,0,meridian
19-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,17,12,20,61,0.77,13.6,1.37,0,meridian
20-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,120,17,16,16,72,0.72,31.6,1.33,0,meridian
21-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,7,17,23,42,0.84,38.4,0.96,0,meridian
22-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,126,13,14,22,67,0.71,38.2,1.42,0,meridian
23-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,122,18,15,19,60,0.78,35.7,0.41,0,meridian
24-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,121,11,17,19,44,0.75,26.4,0.86,0,meridian
25-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,139,18,10,14,73,0.85,18.6,1.0,1,meridian
26-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,130,9,12,12,48,0.88,48.2,1.47,1,meridian
27-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,119,6,18,16,57,0.68,30.6,0.73,0,meridian
28-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,130,14,17,26,63,0.83,40.1,0.95,1,meridian
29-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,125,7,12,12,71,0.75,34.1,0.73,0,meridian
30-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,110,16,17,14,41,0.67,52.1,1.72,0,meridian
31-01-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,116,16,11,16,66,0.92,40.7,1.52,0,meridian
01-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,7,13,22,69,0.9,32.7,0.79,0,meridian
02-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,113,12,18,13,45,0.85,24.9,0.12,0,meridian
03-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,114,9,17,19,36,0.86,42.9,0.63,0,meridian
04-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,125,10,12,18,46,0.9,33.4,1.47,0,meridian
05-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,123,12,12,11,41,0.77,50.9,1.11,0,meridian
06-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,136,9,11,12,69,0.8,60.4,1.37,1,meridian
07-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,114,7,9,21,68,0.71,45.9,0.48,0,meridian
08-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,121,12,14,16,43,0.88,35.0,0.81,0,meridian
09-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,121,10,17,15,68,0.82,33.5,1.08,0,meridian
10-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,116,13,18,17,57,0.71,38.3,0.33,0,meridian
11-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,134,15,13,22,58,0.9,31.6,1.16,1,meridian
12-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,110,6,18,19,53,0.83,32.2,1.52,0,meridian
13-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,114,15,7,22,34,0.75,41.0,0.94,0,meridian
14-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,116,7,8,20,62,0.86,43.3,0.86,0,meridian
15-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,122,17,15,19,56,0.69,43.2,1.32,0,meridian
16-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,120,13,17,11,56,0.68,29.5,1.5,0,meridian
17-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,120,12,9,20,60,0.81,40.8,1.03,0,meridian
18-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,113,9,15,14,66,0.74,43.0,0.97,0,meridian
19-02-2026,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,104,9,15,20,51,0.81,31.9,0.8,0,meridian
24-08-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,122,9,13,17,40,0.82,35.6,0.95,0,meridian
25-08-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,125,16,19,15,57,0.76,33.5,0.64,0,meridian
26-08-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,128,10,11,19,59,0.88,27.4,0.82,0,meridian
27-08-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,126,7,9,12,54,0.83,22.2,1.59,0,meridian
28-08-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,146,9,17,19,53,0.91,33.1,0.96,1,meridian
29-08-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,130,18,18,17,76,0.74,41.7,1.18,0,meridian
30-08-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,112,15,16,12,64,0.8,33.1,1.12,0,meridian
31-08-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,117,13,11,11,58,0.84,41.2,1.17,0,meridian
01-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,128,14,10,15,43,0.75,21.7,0.96,0,meridian
02-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,138,10,21,24,65,0.63,42.8,1.49,1,meridian
03-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,125,11,8,13,63,0.77,37.4,1.68,0,meridian
04-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,99,14,13,14,30,0.77,45.4,1.87,0,meridian
05-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,119,11,10,20,48,0.83,41.6,1.48,0,meridian
06-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,114,10,14,18,39,0.85,47.2,1.38,0,meridian
07-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,120,16,12,10,55,0.58,36.7,0.91,0,meridian
08-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,127,14,14,25,54,0.74,30.4,1.26,0,meridian
09-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,122,14,14,11,65,0.75,35.0,1.04,0,meridian
10-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,126,15,11,19,55,0.88,46.0,1.07,0,meridian
11-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,111,14,9,15,53,0.7,26.1,0.83,0,meridian
12-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,121,12,15,24,58,0.74,46.8,0.54,0,meridian
13-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,129,7,15,24,75,0.72,31.8,0.75,0,meridian
14-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,128,9,11,25,43,0.78,39.3,1.38,0,meridian
15-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,116,17,16,21,44,0.68,42.7,1.46,0,meridian
16-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,131,17,10,19,75,0.73,38.1,0.58,1,meridian
17-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,134,18,18,24,78,0.74,49.6,0.47,1,meridian
18-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,126,15,9,19,42,0.93,28.0,1.32,0,meridian
19-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,132,17,10,11,53,0.72,27.7,0.77,1,meridian
20-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,125,15,9,19,47,0.82,54.4,1.12,0,meridian
21-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,125,13,16,18,44,0.74,32.4,0.81,0,meridian
22-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,127,7,16,20,57,0.84,35.0,1.27,0,meridian
23-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,116,15,17,20,46,0.89,41.2,1.43,0,meridian
24-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,125,14,20,13,58,0.96,41.8,1.48,0,meridian
25-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,120,15,11,20,42,0.91,36.5,0.6,0,meridian
26-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,123,16,10,15,46,0.97,29.9,1.16,0,meridian
27-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,115,11,10,10,46,0.69,33.5,0.68,0,meridian
28-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,126,13,16,11,48,0.92,48.8,0.92,0,meridian
29-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,113,6,9,12,43,0.66,22.1,1.02,0,meridian
30-09-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,110,16,11,21,52,0.67,50.1,0.66,0,meridian
01-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,116,11,10,21,41,0.95,37.6,0.88,0,meridian
02-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,115,13,10,16,63,0.68,21.6,0.54,0,meridian
03-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,127,6,11,16,75,0.75,20.8,0.58,0,meridian
04-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,129,11,15,12,51,0.78,33.2,1.21,0,meridian
05-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,126,14,10,11,66,0.72,45.0,1.04,0,meridian
06-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,120,16,8,14,55,0.79,36.3,0.46,0,meridian
07-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,119,12,10,10,57,0.63,18.9,0.5,0,meridian
08-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,126,8,19,16,68,0.8,38.5,0.84,0,meridian
09-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,112,12,13,21,42,0.83,58.1,0.61,0,meridian
10-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,117,14,13,14,69,0.82,32.7,1.52,0,meridian
11-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,123,17,15,19,52,0.72,42.2,1.03,0,meridian
12-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,125,15,12,21,50,0.99,36.7,0.61,0,meridian
13-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,115,9,13,17,48,0.82,32.8,1.24,0,meridian
14-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,142,17,22,22,45,0.85,37.7,0.82,1,meridian
15-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,131,10,12,11,77,0.89,52.6,1.46,1,meridian
16-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,106,12,16,20,62,0.88,27.5,0.68,0,meridian
17-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,122,18,14,14,64,0.9,42.9,0.8,0,meridian
18-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,109,15,13,19,44,0.68,22.8,1.22,0,meridian
19-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,123,12,16,19,71,0.75,44.2,1.22,0,meridian
20-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,131,15,11,25,64,0.83,35.9,0.64,1,meridian
21-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,113,14,10,22,44,0.92,38.3,0.76,0,meridian
22-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,125,9,12,25,68,0.92,31.5,0.92,0,meridian
23-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,122,11,12,17,44,0.92,46.7,0.95,0,meridian
24-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,118,10,10,13,47,0.87,31.0,0.86,0,meridian
25-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,127,13,16,10,73,0.84,66.7,0.91,0,meridian
26-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,125,17,8,17,56,0.61,41.8,0.38,0,meridian
27-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,113,15,14,16,39,0.8,41.2,1.53,0,meridian
28-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,106,6,13,15,59,0.72,31.3,0.85,0,meridian
29-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,117,7,16,17,56,0.67,46.8,0.15,0,meridian
30-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,131,12,12,11,40,0.62,14.8,0.89,1,meridian
31-10-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,130,12,9,15,64,0.87,34.8,1.11,0,meridian
01-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,121,13,8,13,39,0.79,41.2,1.21,0,meridian
02-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,126,19,13,19,51,0.64,49.1,1.65,0,meridian
03-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,119,11,7,16,49,0.78,28.9,0.8,0,meridian
04-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,114,13,8,18,64,0.78,34.9,0.95,0,meridian
05-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,118,6,17,22,68,0.71,35.6,0.88,0,meridian
06-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,122,15,13,19,54,0.77,38.9,1.22,0,meridian
07-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,110,10,8,16,50,0.62,24.0,1.4,0,meridian
08-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,130,13,18,21,47,0.77,13.6,0.84,0,meridian
09-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,120,13,16,17,64,0.72,35.0,0.31,0,meridian
10-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,118,12,15,12,62,0.7,20.8,0.5,0,meridian
11-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,130,11,17,20,70,0.61,50.0,1.06,0,meridian
12-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,116,14,12,13,58,0.74,40.4,0.77,0,meridian
13-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,116,7,9,17,58,0.91,35.8,1.12,0,meridian
14-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,111,6,14,20,63,0.76,25.6,1.36,0,meridian
15-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,126,9,12,20,57,0.77,32.5,1.32,0,meridian
16-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,111,7,15,14,58,0.78,36.4,0.85,0,meridian
17-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,125,12,13,11,61,0.76,37.1,0.97,0,meridian
18-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,130,16,19,17,56,0.74,35.8,0.28,0,meridian
19-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,128,10,8,12,76,0.66,23.5,0.94,0,meridian
20-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,124,15,16,24,69,0.7,45.3,1.11,0,meridian
21-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,115,15,15,14,50,0.66,53.4,0.93,0,meridian
22-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,126,9,14,12,43,0.7,44.9,1.08,0,meridian
23-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,102,14,8,20,38,0.71,59.1,0.53,0,meridian
24-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,118,16,17,14,36,0.83,43.5,1.33,0,meridian
25-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,127,18,19,11,46,0.71,32.5,0.94,0,meridian
26-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,119,6,7,11,67,0.69,44.8,0.76,0,meridian
27-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,119,15,13,20,40,0.75,15.4,0.45,0,meridian
28-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,113,10,13,20,44,0.85,27.1,1.0,0,meridian
29-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,117,18,14,23,59,0.71,36.3,0.8,0,meridian
30-11-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,127,12,9,14,63,0.81,44.1,1.08,0,meridian
01-12-2025,MER_CHENNAI_WEST,Meridian Health — Chennai - West,private,Chennai - West,Chennai,111,15,7,14,39,0.84,45.3,1.16,0,meridian
